1.3101467208138595,1.3207576245911894,1.3260413522210508,1.3305389431882095,1.3350758489760213,1.3405072564096296,1.351726931179212
1.717334707911332,1.7295428104473558,1.7356138749663776,1.7407778563106702,1.745988027006143,1.7522326756223945,1.7651574341683731
2.116762945887822,2.130294231773427,2.137017522190953,2.1427326886754225,2.1484998259766,2.155418522305221,2.169757912716746
2.511339853168998,2.526010477314976,2.533294929426266,2.539483587993651,2.5457292681458314,2.553228197097,2.5687871551943218
2.9026121570043197,2.9182879085127245,2.926066383489905,2.9326711643934797,2.939337526384484,2.9473476499795015,2.963983802959268
3.2915084061109114,3.3080852719258096,3.3163048183841317,3.323280372965429,3.330321792283306,3.338788987303838,3.356392323099202
3.678635121486601,3.696028411579775,3.7046446874999726,3.7119529674766274,3.719331381233774,3.7282109725268096,3.746692727034906
4.064415426876596,4.082552780649752,4.0915262993594235,4.099133454385603,4.106815384889017,4.116068760502914,4.135354716377236
4.449162009373743,4.467978081169293,4.477271172856052,4.485145190037209,4.493099627788227,4.502691945809423,4.5227180620090595
4.833119578281646,4.852550980343991,4.8621247746926795,4.870233420805704,4.878430189931163,4.888328712301958,4.909038051853129
5.216492450994612,5.236471456825351,5.246282292574012,5.254591190029502,5.2629996857926935,5.273172502164935,5.29451284954429
5.59946552664462,5.619909941822598,5.629904646129753,5.638375734352763,5.646964149641163,5.657379078523357,5.67930078534299
5.982224743751914,6.003017682105442,6.013127893388509,6.0217196750089785,6.030454858795618,6.041077968971731,6.063531675763448
6.364985449043931,6.3859256059830924,6.396067883610048,6.404741381311307,6.413587543723772,6.424380050614372,6.447314446616371
6.748052169483849,6.7686932811915455,6.778841102280712,6.787558251330655,6.796467803016721,6.807381961148594,6.830742557166597
7.1308811428777945,7.151431007587269,7.161607903364002,7.170290643642639,7.179187774739215,7.1901701308163215,7.2138980370111865
7.5134365977078215,7.534390726430959,7.544667388565524,7.552980882540436,7.561831762774591,7.572830891605204,7.596853029750206
7.895661519063097,7.9170312769059255,7.927480371737282,7.935890827715984,7.944446570135614,7.9554759563173985,7.9796633536567745
8.277569566405848,8.299341658356814,8.309976392593098,8.318536613381621,8.327224092374259,8.338305893675269,8.362332291471747
8.659170413589491,8.681324795425137,8.692137192525466,8.700846314423401,8.709679216096228,8.720908694546967,8.744921296947266
9.040462454728717,9.062977171557975,9.073957309753013,9.082810437380797,9.091791442609985,9.10320301450235,9.127617437523226
9.421423848266574,9.444274648464415,9.455412825312148,9.464405412896339,9.473532169961832,9.48512337789934,9.509927818263687
9.801994427063255,9.825154679050085,9.836446310677843,9.845582207494116,9.854861997988122,9.86664030545438,9.89183185126769
10.182026995761657,10.20547208171083,10.216933661145733,10.226242158972916,10.235706548573056,10.247700529212315,10.273291981017636
